,Unnamed: 0.1,Unnamed: 0,identificación,id_host,latitud,longitud,se adapta,noches_mínimo,noches_maximas,noches_mínimo_avg_ntm,máximas_noches_avg_ntm,disponibilidad_30,disponibilidad_60,disponibilidad_90,disponibilidad_365,número_de_reseñas,número_de_reviews_ltm,número_de_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_comunicación,review_scores_location,review_scores_value,calculado_host_listings_count,listados_host_calculados_recuento_casas_enteras,calculado_host_listings_count_private_rooms,calculado_host_listings_count_shared_rooms
3795,3795,3795,6.94e+17,232356580,39.47106532,-0.387702584,6.0,1.0,365,1.9,1125.0,6,22,49,135,116.0,12.9,3.0,4.69,4.83,4.69,4.73,4.83,4.72,4.66,14.0,14.0,0.0,0.0
3796,3796,3796,6.94e+17,232356580,39.47223,-0.38725,6.0,1.0,365,1.9,1125.0,8,23,41,124,103.0,59.0,3.0,4.71,4.81,4.74,4.78,4.88,4.77,4.66,14.0,14.0,0.0,0.0
3797,3797,3797,6.94e+17,232356580,39.47041,-0.38914,6.0,1.0,180,1.9,1125.0,4,10,34,119,116.0,68.0,4.0,4.68,4.78,4.7,4.68,4.85,4.71,4.52,14.0,14.0,0.0,0.0
3798,3798,3798,6.95e+17,472868922,39.46007,-0.37545,2.0,2.0,30,2.0,30.0,12,33,55,327,81.0,48.0,4.0,4.62,4.72,4.46,4.79,4.72,4.91,4.72,2.0,0.0,2.0,0.0
3799,3799,3799,6.95e+17,352851117,39.44937,-0.36244,4.0,3.0,60,2.8,365.0,20,50,76,122,12.0,9.0,0.0,4.83,4.67,4.75,4.75,4.75,4.92,4.5,1.0,1.0,0.0,0.0
3800,3800,3800,6.95e+17,475303842,39.4681323,-0.3407718,2.0,3.0,365,3.0,365.0,9,9,9,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3801,3801,3801,6.95e+17,475408787,39.47653,-0.3792,4.0,1.0,1125,5.1,365.0,10,27,53,328,11.0,3.0,0.0,4.09,4.18,3.91,4.36,4.18,4.91,3.82,1.0,1.0,0.0,0.0
3802,3802,3802,6.95e+17,371908119,39.44541,-0.389,2.0,3.0,1125,3.0,1125.0,4,23,44,215,67.0,24.0,2.0,4.73,4.75,4.81,4.85,4.88,4.3,4.75,2.0,2.0,0.0,0.0
3803,3803,3803,6.96e+17,14182776,39.46357,-0.35842,4.0,1.0,1125,1.5,1125.0,11,41,68,137,33.0,11.0,0.0,4.85,4.94,4.79,4.73,4.79,4.94,4.58,62.0,62.0,0.0,0.0
3804,3804,3804,6.96e+17,391856951,39.46372,-0.3884,5.0,11.0,365,10.8,365.0,6,23,53,143,34.0,17.0,1.0,4.91,4.91,4.74,4.88,4.91,4.88,4.76,9.0,9.0,0.0,0.0
3805,3805,3805,6.96e+17,88509188,39.49503,-0.36992,2.0,1.0,90,1.0,90.0,0,0,0,0,55.0,15.0,0.0,4.78,4.8,5.0,4.85,4.64,4.02,4.71,1.0,0.0,1.0,0.0
3806,3806,3806,6.96e+17,132994400,39.46773,-0.32608,4.0,4.0,364,5.0,364.0,0,0,0,0,15.0,3.0,1.0,4.87,4.67,4.73,4.8,4.93,4.73,4.8,1.0,1.0,0.0,0.0
3807,3807,3807,6.97e+17,232356580,39.47189,-0.38835,6.0,1.0,365,1.9,1125.0,8,22,47,120,133.0,69.0,3.0,4.68,4.76,4.62,4.74,4.71,4.69,4.59,14.0,14.0,0.0,0.0
3808,3808,3808,6.97e+17,3155089,39.47875183,-0.375997798,6.0,1.0,365,2.3,999.0,12,22,47,280,38.0,14.0,0.0,5.0,4.97,5.0,4.97,4.95,5.0,4.84,12.0,12.0,0.0,0.0
3809,3809,3809,6.98e+17,439704258,39.47476,-0.37209,4.0,12.0,365,12.0,365.0,1,2,21,248,23.0,18.0,1.0,4.87,4.78,4.74,4.83,4.96,4.96,4.87,3.0,2.0,1.0,0.0
3810,3810,3810,6.99e+17,39576195,39.48014203,-0.382777497,3.0,30.0,365,30.0,365.0,0,13,43,305,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
3811,3811,3811,6.99e+17,31324090,39.47727,-0.39007,1.0,3.0,1125,3.0,1125.0,16,34,59,59,34.0,6.0,0.0,4.91,4.85,4.97,4.91,4.97,4.97,4.88,1.0,0.0,1.0,0.0
3812,3812,3812,7e+17,476407168,39.47085,-0.32969,4.0,4.0,10,4.0,1125.0,2,26,51,141,16.0,9.0,0.0,4.75,4.69,4.69,4.88,4.94,4.81,4.81,1.0,1.0,0.0,0.0
3813,3813,3813,7.01e+17,36347790,39.48494,-0.38716,1.0,2.0,1125,2.0,1125.0,9,26,27,27,62.0,33.0,4.0,4.97,4.98,4.95,4.97,4.98,4.87,4.9,1.0,0.0,1.0,0.0
3814,3814,3814,7.01e+17,327099124,39.4655757,-0.3814639,2.0,6.0,30,6.0,30.0,19,49,62,309,78.0,34.0,0.0,4.44,4.47,4.5,4.62,4.54,4.68,4.41,4.0,0.0,4.0,0.0
3815,3815,3815,7.01e+17,327099124,39.4682612,-0.3838673,1.0,6.0,30,6.0,30.0,13,27,27,274,54.0,20.0,1.0,4.26,4.31,4.5,4.57,4.41,4.85,4.31,4.0,0.0,4.0,0.0
3816,3816,3816,7.01e+17,327099124,39.4682612,-0.3838673,1.0,5.0,30,5.0,30.0,6,36,62,337,55.0,25.0,0.0,4.53,4.51,4.49,4.71,4.64,4.87,4.6,4.0,0.0,4.0,0.0
3817,3817,3817,7.01e+17,45442315,39.46632,-0.34764,5.0,2.0,365,2.0,1125.0,11,36,61,320,89.0,39.0,1.0,4.63,4.63,4.7,4.69,4.75,4.35,4.57,1.0,1.0,0.0,0.0
3818,3818,3818,7.02e+17,95084340,39.49122,-0.39429,4.0,4.0,35,4.0,1125.0,2,20,44,131,32.0,10.0,1.0,4.69,4.84,4.53,4.97,4.91,4.47,4.59,3.0,3.0,0.0,0.0
3819,3819,3819,7.02e+17,52554303,39.45718181,-0.365740538,5.0,1.0,30,2.0,30.0,20,48,60,73,48.0,25.0,1.0,4.77,4.69,4.83,4.94,4.96,4.5,4.54,3.0,3.0,0.0,0.0
3820,3820,3820,7.02e+17,161604010,39.47635,-0.38036,4.0,3.0,365,3.0,365.0,1,2,2,2,76.0,40.0,0.0,4.66,4.72,4.64,4.66,4.8,4.71,4.55,1.0,1.0,0.0,0.0
3821,3821,3821,7.02e+17,130885446,39.48576,-0.37332,6.0,3.0,95,3.0,1125.0,11,24,48,48,16.0,4.0,0.0,4.81,4.88,4.81,4.94,4.88,4.94,4.5,3.0,3.0,0.0,0.0
3822,3822,3822,7.03e+17,126699859,39.48265,-0.32531,4.0,7.0,365,24.2,365.0,11,35,47,307,20.0,14.0,1.0,4.65,4.65,4.35,4.8,4.95,4.8,4.5,1.0,1.0,0.0,0.0
3823,3823,3823,7.03e+17,125037312,39.47449,-0.38224,8.0,30.0,200,30.0,200.0,0,27,57,222,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,31.0,30.0,1.0,0.0
3824,3824,3824,7.03e+17,418081991,39.49566,-0.37141,2.0,1.0,365,1.0,365.0,27,57,87,362,22.0,4.0,0.0,4.14,4.27,4.05,4.64,4.82,3.91,4.09,4.0,0.0,4.0,0.0
3825,3825,3825,7.03e+17,54456733,39.47035,-0.35369,1.0,1.0,2,1.0,2.0,30,60,90,365,8.0,5.0,0.0,4.88,4.88,4.63,5.0,5.0,4.88,4.75,3.0,0.0,3.0,0.0
3826,3826,3826,7.03e+17,90605009,39.4741231,-0.386379309,3.0,2.0,365,2.0,365.0,0,0,0,0,13.0,4.0,0.0,4.15,4.46,4.08,4.85,4.69,4.69,4.08,4.0,3.0,1.0,0.0
3827,3827,3827,7.03e+17,333736576,39.47174,-0.32889,4.0,2.0,1125,2.6,1125.0,3,18,45,306,58.0,29.0,4.0,4.83,4.9,4.78,4.9,4.91,4.78,4.53,18.0,18.0,0.0,0.0
3828,3828,3828,7.04e+17,90605009,39.48823,-0.36734,4.0,2.0,365,2.0,365.0,0,0,0,0,3.0,0.0,0.0,4.67,5.0,5.0,5.0,5.0,4.67,4.33,4.0,3.0,1.0,0.0
3829,3829,3829,7.04e+17,148020009,39.47467,-0.37787,3.0,3.0,730,3.0,730.0,5,13,40,186,82.0,39.0,5.0,4.99,4.96,5.0,4.99,5.0,4.96,4.95,1.0,1.0,0.0,0.0
3830,3830,3830,7.04e+17,400923450,39.47195,-0.33585,1.0,5.3,730,6.1,730.0,0,0,0,159,2.0,1.0,0.0,5.0,5.0,5.0,5.0,4.5,4.5,5.0,3.0,1.0,2.0,0.0
3831,3831,3831,7.04e+17,80869460,39.5,-0.4,6.0,2.0,365,2.0,365.0,27,57,87,103,16.0,7.0,0.0,4.13,4.13,3.75,4.56,4.56,4.63,4.25,28.0,25.0,3.0,0.0
3832,3832,3832,7.04e+17,198340702,39.46708,-0.3549,2.0,1.0,365,2.0,1125.0,22,52,81,81,138.0,12.9,6.0,4.78,4.84,4.9,4.87,4.98,4.65,4.63,24.0,24.0,0.0,0.0
3833,3833,3833,7.05e+17,327099124,39.4682612,-0.3838673,2.0,8.0,30,7.9,30.0,17,31,31,134,54.0,31.0,0.0,4.67,4.61,4.69,4.8,4.75,4.8,4.67,4.0,0.0,4.0,0.0
3834,3834,3834,7.06e+17,123160301,39.46361,-0.37646,5.0,2.0,45,1.9,1125.0,6,30,57,79,9.0,6.0,0.0,4.56,4.56,4.67,4.78,4.44,5.0,4.44,62.0,62.0,0.0,0.0
3835,3835,3835,7.06e+17,469254781,39.47931,-0.37918,4.0,4.0,365,4.0,365.0,3,9,32,301,2.0,2.0,0.0,4.5,5.0,5.0,5.0,5.0,4.5,4.5,1.0,1.0,0.0,0.0
3836,3836,3836,7.06e+17,357946540,39.46157365,-0.3619034,1.0,33.0,360,33.0,360.0,0,0,0,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0
3837,3837,3837,7.06e+17,90605009,39.48807,-0.36835,4.0,2.0,365,2.0,365.0,0,0,0,0,5.0,0.0,0.0,4.6,4.8,4.6,5.0,4.8,4.6,4.4,4.0,3.0,1.0,0.0
3838,3838,3838,7.06e+17,36441295,39.46694157,-0.330269494,2.0,31.0,60,29.7,60.0,10,25,55,101,50.0,31.0,2.0,4.96,4.94,4.9,4.98,4.98,4.92,4.82,4.0,1.0,3.0,0.0
3839,3839,3839,7.07e+17,300906300,39.44556279,-0.390517227,2.0,1.0,1,1.0,1.0,22,51,81,356,4.0,4.0,4.0,5.0,5.0,4.75,5.0,5.0,4.5,5.0,1.0,0.0,1.0,0.0
3840,3840,3840,7.07e+17,475796527,39.49432,-0.4021,3.0,2.0,30,2.0,30.0,15,45,68,343,17.0,8.0,1.0,4.65,4.71,4.82,4.47,4.71,4.71,4.47,1.0,1.0,0.0,0.0
3841,3841,3841,7.08e+17,477958824,39.45035,-0.33923,1.0,1.0,1125,1.0,1125.0,27,57,84,359,3.0,1.0,0.0,5.0,4.67,5.0,4.67,5.0,4.0,4.67,1.0,0.0,1.0,0.0
3842,3842,3842,7.09e+17,100026490,39.47015,-0.32933,3.0,3.0,365,2.3,365.0,4,9,24,254,38.0,22.0,3.0,4.66,4.76,4.79,4.79,4.87,4.58,4.61,2.0,2.0,0.0,0.0
3843,3843,3843,7.09e+17,441332088,39.46669904,-0.325511336,4.0,3.0,1125,3.0,1125.0,9,29,55,70,52.0,33.0,3.0,4.79,4.87,4.9,4.88,4.83,4.79,4.6,1.0,1.0,0.0,0.0
3844,3844,3844,7.09e+17,97229818,39.46327241,-0.356989037,5.0,1.0,1125,3.1,1125.0,2,18,45,307,4.0,0.0,0.0,5.0,4.75,5.0,5.0,5.0,4.75,4.75,47.0,47.0,0.0,0.0
3845,3845,3845,7.09e+17,478220609,39.47931708,-0.382285852,3.0,1.0,365,4.9,10.0,3,21,41,316,72.0,40.0,4.0,4.69,4.65,4.6,4.75,4.9,4.76,4.38,1.0,1.0,0.0,0.0
3846,3846,3846,7.09e+17,463567303,39.49559,-0.39407,2.0,2.0,365,2.0,365.0,12,20,20,20,29.0,6.0,0.0,4.66,4.72,4.66,4.48,4.72,4.45,4.52,2.0,0.0,2.0,0.0
3847,3847,3847,7.09e+17,228725038,39.46107,-0.37756,5.0,3.0,90,3.0,1125.0,5,20,43,51,52.0,35.0,3.0,4.67,4.75,4.75,4.79,4.83,4.92,4.69,1.0,1.0,0.0,0.0
3848,3848,3848,7.09e+17,478279394,39.47481,-0.32964,6.0,2.0,30,2.0,30.0,0,1,1,163,2.0,0.0,0.0,5.0,5.0,5.0,5.0,4.5,4.5,5.0,1.0,1.0,0.0,0.0
3849,3849,3849,7.09e+17,87355769,39.4754457,-0.383147858,3.0,3.0,1125,4.0,1125.0,11,31,55,145,58.0,29.0,2.0,4.9,4.84,4.67,4.86,4.97,4.93,4.78,2.0,2.0,0.0,0.0
3850,3850,3850,7.1e+17,478369629,39.4657128,-0.3558491,4.0,6.0,60,5.9,1125.0,1,18,38,53,117.0,52.0,3.0,4.84,4.9,4.82,4.88,4.87,4.77,4.76,3.0,3.0,0.0,0.0
3851,3851,3851,7.1e+17,478445363,39.4604371,-0.3759712,2.0,2.0,90,2.0,90.0,0,0,0,0,13.0,7.0,0.0,4.85,4.85,4.54,5.0,5.0,5.0,4.77,1.0,1.0,0.0,0.0
3852,3852,3852,7.1e+17,478243800,39.4829832,-0.3766562,2.0,1.0,365,1.0,365.0,22,50,79,340,18.0,5.0,0.0,4.83,4.94,4.89,5.0,4.89,4.89,4.78,5.0,0.0,5.0,0.0
3853,3853,3853,7.11e+17,253828573,39.5,-0.4,6.0,5.0,1125,5.0,1125.0,5,35,65,155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3854,3854,3854,7.11e+17,475741408,39.47194,-0.37997,4.0,1.0,1125,2.7,249.5,5,7,32,218,26.0,15.0,0.0,4.38,4.69,4.46,4.77,4.69,4.62,4.31,22.0,22.0,0.0,0.0
3855,3855,3855,7.12e+17,38080133,39.4669866,-0.36453,2.0,2.0,365,1.9,365.0,6,27,54,144,52.0,30.0,1.0,4.96,4.92,4.94,5.0,4.98,5.0,4.94,1.0,0.0,1.0,0.0
3856,3856,3856,7.12e+17,476485576,39.47171,-0.32859,2.0,1.0,1125,5.1,365.0,11,31,61,335,22.0,6.0,2.0,4.09,4.36,4.09,4.64,4.91,4.45,3.95,1.0,1.0,0.0,0.0
3857,3857,3857,7.13e+17,293316381,39.45579,-0.39132,1.0,5.0,365,5.0,365.0,0,0,0,0,7.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,4.71,5.0,1.0,0.0,1.0,0.0
3858,3858,3858,7.13e+17,340946071,39.4769883,-0.3778709,6.0,1.0,1125,1.0,870.6,8,24,51,138,134.0,12.9,1.1,4.87,4.9,4.93,4.79,4.83,4.86,4.82,5.0,5.0,0.0,0.0
3859,3859,3859,7.13e+17,340946071,39.4769883,-0.3778709,4.0,1.0,1125,1.0,897.0,0,5,24,100,25.0,8.0,3.0,4.8,4.88,4.96,4.72,4.84,4.72,4.76,5.0,5.0,0.0,0.0
3860,3860,3860,7.13e+17,81531936,39.47384,-0.38435,3.0,5.0,360,4.9,360.0,2,8,33,123,63.0,42.0,2.0,4.97,4.98,4.95,4.97,4.98,4.94,4.87,2.0,2.0,0.0,0.0
3861,3861,3861,7.13e+17,12044109,39.4622534,-0.3721321,5.0,1.0,1125,29.2,1125.0,1,18,39,226,35.0,11.0,0.0,4.74,4.74,4.83,4.71,4.63,4.77,4.54,28.0,28.0,0.0,0.0
3862,3862,3862,7.13e+17,210705837,39.4631667,-0.357395634,4.0,2.0,365,3.1,365.0,8,33,60,210,22.0,9.0,2.0,4.91,4.95,4.82,5.0,5.0,4.95,4.73,3.0,3.0,0.0,0.0
3863,3863,3863,7.14e+17,402016170,39.46296963,-0.375126778,2.0,28.0,335,28.0,335.0,9,15,25,71,10.0,6.0,0.0,4.9,4.9,4.5,4.8,4.8,5.0,4.5,4.0,4.0,0.0,0.0
3864,3864,3864,7.14e+17,118163789,39.5,-0.32212,6.0,1.0,1125,4.8,1125.0,12,38,68,340,46.0,2.0,0.0,4.91,4.87,4.57,4.98,5.0,4.93,4.89,1.0,1.0,0.0,0.0
3865,3865,3865,7.15e+17,97229818,39.46467,-0.35612,5.0,1.0,1125,3.1,1125.0,2,11,27,292,3.0,0.0,0.0,4.67,4.67,4.67,4.67,4.67,4.67,4.67,47.0,47.0,0.0,0.0
3866,3866,3866,7.15e+17,97229818,39.4634511,-0.357074707,6.0,1.0,1125,3.3,1125.0,8,25,52,220,3.0,0.0,0.0,4.67,4.67,4.33,4.67,4.67,4.67,4.0,47.0,47.0,0.0,0.0
3867,3867,3867,7.15e+17,42125633,39.46561,-0.32987,4.0,1.0,1125,2.3,1125.0,2,17,37,273,13.0,5.0,2.0,4.62,4.54,4.69,4.69,4.62,4.85,4.54,29.0,27.0,2.0,0.0
3868,3868,3868,7.16e+17,448866725,39.47019707,-0.373106673,4.0,3.0,365,3.0,365.0,0,6,29,260,12.0,7.0,0.0,4.5,5.0,3.83,5.0,4.92,5.0,4.75,1.0,1.0,0.0,0.0
3869,3869,3869,7.16e+17,85181253,39.47760561,-0.375413708,4.0,3.0,5,3.0,1125.0,7,32,58,58,109.0,48.0,0.0,4.55,4.59,4.48,4.67,4.72,4.94,4.61,2.0,1.0,1.0,0.0
3870,3870,3870,7.16e+17,325570133,39.46043,-0.37795,4.0,3.0,365,3.0,365.0,1,5,23,112,91.0,51.0,2.0,4.89,4.93,4.99,4.89,4.86,4.97,4.73,19.0,18.0,1.0,0.0
3871,3871,3871,7.16e+17,26906716,39.457132,-0.388605148,1.0,1.0,92,1.7,92.0,0,17,47,47,1.0,1.0,0.0,3.0,5.0,1.0,5.0,5.0,4.0,2.0,3.0,0.0,1.0,0.0
3872,3872,3872,7.16e+17,425885631,39.47055,-0.37899,4.0,2.0,311,2.2,311.0,2,5,26,279,87.0,50.0,1.0,4.94,4.85,4.87,4.79,4.83,5.0,4.66,10.0,10.0,0.0,0.0
3873,3873,3873,7.16e+17,466368807,39.46247,-0.33391,4.0,2.0,90,2.0,1125.0,16,43,73,93,3.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,1.0,1.0,0.0,0.0
3874,3874,3874,7.16e+17,475741408,39.47332,-0.38146,4.0,1.0,1125,2.7,203.0,6,21,51,261,2.0,0.0,0.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,22.0,22.0,0.0,0.0
3875,3875,3875,7.16e+17,475741408,39.47952,-0.32891,6.0,1.0,1125,1.5,760.6,6,26,54,128,18.0,8.0,1.0,4.56,4.72,4.61,4.28,4.78,4.22,4.39,22.0,22.0,0.0,0.0
3876,3876,3876,7.16e+17,475741408,39.46298,-0.37149,4.0,1.0,1125,1.4,825.7,6,18,37,111,12.0,5.0,0.0,4.33,4.58,4.58,4.0,4.58,4.83,4.42,22.0,22.0,0.0,0.0
3877,3877,3877,7.16e+17,475741408,39.4642,-0.37486,4.0,1.0,1125,1.4,872.5,6,17,39,99,13.0,6.0,0.0,4.54,4.54,4.69,4.77,4.77,5.0,4.69,22.0,22.0,0.0,0.0
3878,3878,3878,7.16e+17,475741408,39.47844,-0.38044,2.0,1.0,1125,1.4,838.3,6,18,32,106,4.0,0.0,0.0,4.25,4.25,4.5,4.0,4.5,5.0,3.75,22.0,22.0,0.0,0.0
3879,3879,3879,7.16e+17,475741408,39.4642,-0.32996,4.0,1.0,1125,1.6,730.0,9,33,60,134,27.0,16.0,0.0,4.78,4.78,4.78,4.56,4.85,4.81,4.56,22.0,22.0,0.0,0.0
3880,3880,3880,7.16e+17,475741408,39.46322,-0.32798,4.0,1.0,1125,1.5,764.4,9,29,54,128,16.0,5.0,0.0,4.69,4.69,4.5,4.38,4.81,5.0,4.5,22.0,22.0,0.0,0.0
3881,3881,3881,7.16e+17,475741408,39.48087,-0.32874,4.0,1.0,1125,1.3,929.2,6,32,62,77,5.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,4.2,4.6,22.0,22.0,0.0,0.0
3882,3882,3882,7.16e+17,475741408,39.46443,-0.32957,4.0,1.0,1125,1.5,754.1,14,34,59,133,4.0,0.0,0.0,4.75,5.0,4.75,4.0,5.0,5.0,4.5,22.0,22.0,0.0,0.0
3883,3883,3883,7.16e+17,475741408,39.46303,-0.32971,4.0,1.0,1125,1.3,861.2,2,19,44,97,5.0,3.0,0.0,4.4,4.6,4.6,4.4,4.6,4.6,4.0,22.0,22.0,0.0,0.0
3884,3884,3884,7.16e+17,475741408,39.48075,-0.3792,4.0,1.0,1125,1.3,866.7,4,7,28,97,10.0,0.0,0.0,4.1,3.7,4.0,4.3,4.5,4.6,3.6,22.0,22.0,0.0,0.0
3885,3885,3885,7.16e+17,475741408,39.47563,-0.37741,4.0,1.0,1125,1.3,966.3,2,16,39,48,51.0,39.0,2.0,4.57,4.67,4.75,4.35,4.82,4.88,4.65,22.0,22.0,0.0,0.0
3886,3886,3886,7.16e+17,475741408,39.46819,-0.3283,4.0,1.0,1125,1.5,739.2,9,26,52,126,16.0,4.0,0.0,4.69,4.63,4.56,4.19,4.63,4.31,4.38,22.0,22.0,0.0,0.0
3887,3887,3887,7.16e+17,475741408,39.46204,-0.3753,6.0,1.0,1125,1.4,829.5,5,18,42,108,21.0,11.0,0.0,4.57,4.57,4.67,4.19,4.62,4.81,4.24,22.0,22.0,0.0,0.0
3888,3888,3888,7.16e+17,475741408,39.47686,-0.38594,5.0,1.0,1125,1.6,708.5,17,34,64,138,18.0,10.0,1.0,4.0,3.94,3.78,4.06,4.44,4.39,3.67,22.0,22.0,0.0,0.0
3889,3889,3889,7.16e+17,475741408,39.47227,-0.37587,6.0,1.0,1125,1.5,741.4,11,31,56,123,69.0,47.0,3.0,4.58,4.55,4.71,4.55,4.68,4.88,4.62,22.0,22.0,0.0,0.0
3890,3890,3890,7.16e+17,6783167,39.47153,-0.38918,2.0,32.0,270,32.0,270.0,16,17,39,149,2.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
3891,3891,3891,7.16e+17,479609965,39.47655,-0.38425,4.0,1.0,1125,5.1,365.0,7,30,56,327,10.0,7.0,2.0,4.7,4.5,4.7,4.7,4.5,5.0,4.6,1.0,1.0,0.0,0.0
3892,3892,3892,7.17e+17,472357754,39.46117,-0.33938,4.0,1.0,1125,2.3,1125.0,18,41,68,326,11.0,2.0,0.0,3.82,3.91,4.64,4.18,4.27,3.64,3.45,9.0,9.0,0.0,0.0
3893,3893,3893,7.17e+17,472357754,39.45905,-0.33851,4.0,1.0,1125,2.3,1125.0,16,44,68,315,5.0,4.0,0.0,4.2,4.4,4.6,4.6,4.6,4.6,3.6,9.0,9.0,0.0,0.0
3894,3894,3894,7.17e+17,472357754,39.45924,-0.3377,4.0,1.0,1125,2.3,1125.0,20,48,71,318,8.0,0.0,0.0,4.75,4.88,4.88,4.75,4.88,4.63,4.38,9.0,9.0,0.0,0.0
3895,3895,3895,7.17e+17,472357754,39.46076,-0.33824,4.0,1.0,1125,2.3,1125.0,18,44,71,318,5.0,2.0,0.0,4.4,4.6,4.4,4.8,4.8,4.8,4.4,9.0,9.0,0.0,0.0
3896,3896,3896,7.17e+17,472357754,39.45953,-0.33994,4.0,1.0,1125,2.3,1125.0,19,44,71,315,9.0,2.0,0.0,4.0,4.22,4.67,4.11,4.22,4.0,3.78,9.0,9.0,0.0,0.0
3897,3897,3897,7.17e+17,472357754,39.4611,-0.33981,4.0,1.0,1125,2.3,1125.0,22,50,80,327,14.0,10.0,0.0,4.79,4.86,4.79,4.79,4.64,4.64,4.64,9.0,9.0,0.0,0.0
3898,3898,3898,7.17e+17,472357754,39.45894,-0.33833,4.0,1.0,1125,2.3,1125.0,18,45,71,318,15.0,10.0,2.0,4.87,4.93,5.0,4.8,4.73,4.67,4.8,9.0,9.0,0.0,0.0
3899,3899,3899,7.17e+17,464090894,39.46658144,-0.33579746,4.0,15.0,365,15.0,365.0,0,0,0,0,8.0,0.0,0.0,3.63,3.88,4.63,3.88,4.5,4.25,3.75,1.0,1.0,0.0,0.0
3900,3900,3900,7.17e+17,137575052,39.49014,-0.35795,2.0,2.0,365,2.0,1125.0,0,0,0,0,71.0,24.0,0.0,4.66,4.75,4.72,4.68,4.8,4.41,4.65,1.0,0.0,1.0,0.0
3901,3901,3901,7.18e+17,475741408,39.47411,-0.38465,4.0,1.0,1125,1.3,856.0,4,15,40,105,13.0,3.0,0.0,4.23,4.23,4.23,4.31,4.62,4.69,4.08,22.0,22.0,0.0,0.0
3902,3902,3902,7.18e+17,53687676,39.45113,-0.33409,4.0,1.0,365,1.0,365.0,0,0,0,0,16.0,10.0,0.0,4.56,4.25,4.63,4.5,4.5,4.19,4.19,3.0,2.0,1.0,0.0
3903,3903,3903,7.2e+17,477712421,39.46593058,-0.332908072,2.0,2.0,1125,2.0,1125.0,2,24,51,326,81.0,37.0,2.0,4.53,4.67,4.6,4.51,4.58,4.56,4.44,1.0,0.0,1.0,0.0
3904,3904,3904,7.2e+17,479209522,39.5,-0.31726,3.0,1.0,6,1.3,6.0,4,4,20,20,49.0,22.0,3.0,4.8,4.76,4.47,4.84,4.88,4.82,4.8,4.0,0.0,4.0,0.0
3905,3905,3905,7.2e+17,479209522,39.5,-0.31746,3.0,1.0,6,1.3,6.0,2,2,18,18,73.0,22.0,1.0,4.68,4.66,4.45,4.75,4.88,4.82,4.68,4.0,0.0,4.0,0.0
3906,3906,3906,7.22e+17,97229818,39.46353393,-0.357235639,5.0,1.0,1125,3.1,1125.0,5,23,46,313,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,47.0,47.0,0.0,0.0
3907,3907,3907,7.22e+17,97229818,39.46343008,-0.357133841,4.0,1.0,1125,3.1,1125.0,7,30,42,42,1.0,0.0,0.0,4.0,5.0,4.0,5.0,2.0,5.0,4.0,47.0,47.0,0.0,0.0
3908,3908,3908,7.22e+17,148837033,39.48855858,-0.370830148,4.0,2.0,60,2.4,10.0,11,29,54,296,60.0,22.0,4.0,4.92,4.85,4.93,4.97,5.0,4.65,4.75,2.0,2.0,0.0,0.0
3909,3909,3909,7.22e+17,480691772,39.47118088,-0.393300255,1.0,1.0,365,1.0,365.0,0,22,43,43,67.0,67.0,6.0,4.94,4.94,4.84,4.85,4.96,4.75,4.91,1.0,0.0,1.0,0.0
3910,3910,3910,7.23e+17,329239048,39.47822419,-0.33051884,1.0,1.0,365,1.0,1125.0,1,26,56,146,55.0,29.0,4.0,4.64,4.73,4.85,4.69,4.93,3.51,4.72,8.0,5.0,3.0,0.0
3911,3911,3911,7.24e+17,372868464,39.45912,-0.36971,2.0,1.0,28,1.0,28.0,28,58,87,268,33.0,15.0,0.0,4.33,4.42,4.3,4.67,4.79,4.3,4.27,15.0,0.0,0.8,0.0
3912,3912,3912,7.25e+17,101213452,39.47473323,-0.395745859,1.0,1.0,30,1.0,1125.0,1,1,15,15,2.0,1.0,0.0,5.0,4.5,4.5,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0
3913,3913,3913,7.25e+17,481146238,39.47755,-0.3777,3.0,3.0,1125,3.0,1125.0,12,36,66,156,43.0,24.0,1.0,4.37,4.35,4.31,4.7,4.67,4.84,4.26,1.0,1.0,0.0,0.0
3914,3914,3914,7.25e+17,371423934,39.49032,-0.36808,4.0,2.0,14,1.0,14.0,28,55,82,97,6.0,3.0,0.0,3.83,4.33,4.17,4.67,4.33,4.17,4.0,2.0,2.0,0.0,0.0
